session	trialNum	condition	blockNum	target	side	trialOnset
sessid002	47	repeated	PreTest	tangram_Z	Minu	434.49699997901917
sessid002	47	repeated	PreTest	tangram_Z	Repi	434.55800008773804
sessid002	48	control	PreTest	tangram_AJ	Minu	455.4980001449585
sessid002	48	control	PreTest	tangram_AJ	Repi	455.55800008773804
sessid002	49	control	PreTest	tangram_L	Minu	501.99699997901917
sessid002	49	control	PreTest	tangram_L	Repi	502.0590000152588
sessid002	50	repeated	PreTest	tangram_M	Minu	522.9969999790192
sessid002	50	repeated	PreTest	tangram_M	Repi	523.0590000152588
sessid002	51	control	PreTest	tangram_F	Minu	567.9980001449585
sessid002	51	control	PreTest	tangram_F	Repi	568.0590000152588
sessid002	52	control	PreTest	tangram_AA	Minu	585.9969999790192
sessid002	52	control	PreTest	tangram_AA	Repi	586.058000087738
sessid002	53	repeated	PreTest	tangram_AH	Minu	609.9980001449585
sessid002	53	repeated	PreTest	tangram_AH	Repi	610.0590000152588
sessid002	54	repeated	PreTest	tangram_B	Minu	626.4980001449585
sessid002	54	repeated	PreTest	tangram_B	Repi	626.5590000152588
sessid002	55	control	PreTest	tangram_V	Minu	652.0020000934601
sessid002	55	control	PreTest	tangram_V	Repi	652.0590000152588
sessid002	56	control	PreTest	tangram_T	Minu	672.9980001449585
sessid002	56	control	PreTest	tangram_T	Repi	673.0590000152588
sessid002	57	repeated	PreTest	tangram_I	Minu	690.9980001449585
sessid002	57	repeated	PreTest	tangram_I	Repi	691.0600001811981
sessid002	58	repeated	PreTest	tangram_AC	Minu	717.9980001449585
sessid002	58	repeated	PreTest	tangram_AC	Repi	718.0590000152588
sessid002	59	control	PreTest	tangram_O	Minu	740.4980001449585
sessid002	59	control	PreTest	tangram_O	Repi	740.5600001811981
sessid002	60	control	PreTest	tangram_K	Minu	759.9969999790192
sessid002	60	control	PreTest	tangram_K	Repi	760.0590000152588
sessid002	61	repeated	PreTest	tangram_AB	Minu	771.9969999790192
sessid002	61	repeated	PreTest	tangram_AB	Repi	772.0590000152588
sessid002	62	control	PreTest	tangram_AG	Minu	818.4980001449585
sessid002	62	control	PreTest	tangram_AG	Repi	817.0629999637604
sessid002	63	control	PreTest	tangram_P	Minu	830.4969999790192
sessid002	63	control	PreTest	tangram_P	Repi	830.5590000152588
sessid002	64	repeated	PreTest	tangram_Q	Minu	860.4980001449585
sessid002	64	repeated	PreTest	tangram_Q	Repi	859.0600001811981
sessid002	65	control	PreTest	tangram_C	Minu	878.4980001449585
sessid002	65	control	PreTest	tangram_C	Repi	878.5600001811981
sessid002	66	repeated	PreTest	tangram_AF	Minu	900.9980001449585
sessid002	66	repeated	PreTest	tangram_AF	Repi	901.0600001811981
sessid002	67	repeated	PreTest	tangram_G	Minu	926.4980001449585
sessid002	67	repeated	PreTest	tangram_G	Repi	926.5600001811981
sessid002	68	control	PreTest	tangram_S	Minu	959.4980001449585
sessid002	68	control	PreTest	tangram_S	Repi	958.0600001811981
sessid002	69	repeated	PreTest	tangram_AI	Minu	977.4980001449585
sessid002	69	repeated	PreTest	tangram_AI	Repi	977.5600001811981
sessid002	70	repeated	PreTest	tangram_W	Minu	1004.4980001449585
sessid002	70	repeated	PreTest	tangram_W	Repi	1003.0590000152588
sessid002	71	repeated	PreTest	tangram_AD	Minu	1022.4980001449585
sessid002	71	repeated	PreTest	tangram_AD	Repi	1022.558000087738
sessid002	72	repeated	Repeated_run-01	tangram_G	Minu	0
sessid002	72	repeated	Repeated_run-01	tangram_G	Repi	0.06099987030029297
sessid002	73	repeated	Repeated_run-01	tangram_Q	Minu	128.79299998283386
sessid002	73	repeated	Repeated_run-01	tangram_Q	Repi	130
sessid002	74	repeated	Repeated_run-01	tangram_X	Minu	155.79299998283386
sessid002	74	repeated	Repeated_run-01	tangram_X	Repi	155.5
sessid002	75	repeated	Repeated_run-01	tangram_W	Minu	172.29299998283386
sessid002	75	repeated	Repeated_run-01	tangram_W	Repi	172
sessid002	76	repeated	Repeated_run-01	tangram_AH	Minu	193.29399991035461
sessid002	76	repeated	Repeated_run-01	tangram_AH	Repi	193
sessid002	77	repeated	Repeated_run-01	tangram_B	Minu	206.79299998283386
sessid002	77	repeated	Repeated_run-01	tangram_B	Repi	208.0019998550415
sessid002	78	repeated	Repeated_run-01	tangram_H	Minu	236.79299998283386
sessid002	78	repeated	Repeated_run-01	tangram_H	Repi	236.5
sessid002	79	repeated	Repeated_run-01	tangram_J	Minu	269.79299998283386
sessid002	79	repeated	Repeated_run-01	tangram_J	Repi	269.49899983406067
sessid002	80	repeated	Repeated_run-01	tangram_AF	Minu	290.79299998283386
sessid002	80	repeated	Repeated_run-01	tangram_AF	Repi	290.49899983406067
sessid002	81	repeated	Repeated_run-01	tangram_AC	Minu	305.7939999103546
sessid002	81	repeated	Repeated_run-01	tangram_AC	Repi	305.5
sessid002	82	repeated	Repeated_run-01	tangram_AI	Minu	329.7939999103546
sessid002	82	repeated	Repeated_run-01	tangram_AI	Repi	329.5019998550415
sessid002	83	repeated	Repeated_run-01	tangram_R	Minu	347.7939999103546
sessid002	83	repeated	Repeated_run-01	tangram_R	Repi	349
sessid002	84	repeated	Repeated_run-01	tangram_M	Minu	362.79299998283386
sessid002	84	repeated	Repeated_run-01	tangram_M	Repi	364
sessid002	85	repeated	Repeated_run-01	tangram_D	Minu	379.2939999103546
sessid002	85	repeated	Repeated_run-01	tangram_D	Repi	379
sessid002	86	repeated	Repeated_run-01	tangram_I	Minu	398.79299998283386
sessid002	86	repeated	Repeated_run-01	tangram_I	Repi	399.99899983406067
sessid002	87	repeated	Repeated_run-01	tangram_AD	Minu	422.79299998283386
sessid002	87	repeated	Repeated_run-01	tangram_AD	Repi	422.50099992752075
sessid002	88	repeated	Repeated_run-01	tangram_Z	Minu	437.79299998283386
sessid002	88	repeated	Repeated_run-01	tangram_Z	Repi	438.99899983406067
sessid002	89	repeated	Repeated_run-01	tangram_AB	Minu	491.79299998283386
sessid002	89	repeated	Repeated_run-01	tangram_AB	Repi	491.5
sessid002	90	repeated	Repeated_run-02	tangram_Z	Minu	0
sessid002	90	repeated	Repeated_run-02	tangram_Z	Repi	-0.2929999828338623
sessid002	91	repeated	Repeated_run-02	tangram_D	Minu	68.72399997711182
sessid002	91	repeated	Repeated_run-02	tangram_D	Repi	68.77099990844727
sessid002	92	repeated	Repeated_run-02	tangram_M	Minu	83.72499990463257
sessid002	92	repeated	Repeated_run-02	tangram_M	Repi	83.77099990844727
sessid002	93	repeated	Repeated_run-02	tangram_AD	Minu	101.72399997711182
sessid002	93	repeated	Repeated_run-02	tangram_AD	Repi	101.77199983596802
sessid002	94	repeated	Repeated_run-02	tangram_Q	Minu	119.72399997711182
sessid002	94	repeated	Repeated_run-02	tangram_Q	Repi	119.77199983596802
sessid002	95	repeated	Repeated_run-02	tangram_I	Minu	172.22399997711182
sessid002	95	repeated	Repeated_run-02	tangram_I	Repi	172.27099990844727
sessid002	96	repeated	Repeated_run-02	tangram_J	Minu	188.72399997711182
sessid002	96	repeated	Repeated_run-02	tangram_J	Repi	188.77099990844727
sessid002	97	repeated	Repeated_run-02	tangram_AH	Minu	215.72399997711182
sessid002	97	repeated	Repeated_run-02	tangram_AH	Repi	215.77099990844727
sessid002	98	repeated	Repeated_run-02	tangram_X	Minu	229.22399997711182
sessid002	98	repeated	Repeated_run-02	tangram_X	Repi	229.27099990844727
sessid002	99	repeated	Repeated_run-02	tangram_B	Minu	242.72399997711182
sessid002	99	repeated	Repeated_run-02	tangram_B	Repi	242.77099990844727
sessid002	100	repeated	Repeated_run-02	tangram_AF	Minu	265.2239999771118
sessid002	100	repeated	Repeated_run-02	tangram_AF	Repi	265.27099990844727
sessid002	101	repeated	Repeated_run-02	tangram_G	Minu	278.7239999771118
sessid002	101	repeated	Repeated_run-02	tangram_G	Repi	278.77099990844727
sessid002	102	repeated	Repeated_run-02	tangram_AB	Minu	298.2239999771118
sessid002	102	repeated	Repeated_run-02	tangram_AB	Repi	298.27099990844727
sessid002	103	repeated	Repeated_run-02	tangram_R	Minu	317.7239999771118
sessid002	103	repeated	Repeated_run-02	tangram_R	Repi	317.7699999809265
sessid002	104	repeated	Repeated_run-02	tangram_AC	Minu	332.7239999771118
sessid002	104	repeated	Repeated_run-02	tangram_AC	Repi	332.7699999809265
sessid002	105	repeated	Repeated_run-02	tangram_H	Minu	346.2239999771118
sessid002	105	repeated	Repeated_run-02	tangram_H	Repi	346.2699999809265
sessid002	106	repeated	Repeated_run-02	tangram_W	Minu	364.2239999771118
sessid002	106	repeated	Repeated_run-02	tangram_W	Repi	364.2699999809265
sessid002	107	repeated	Repeated_run-02	tangram_AI	Minu	379.2239999771118
sessid002	107	repeated	Repeated_run-02	tangram_AI	Repi	379.27099990844727
sessid002	108	repeated	Repeated_run-03	tangram_AB	Minu	-0.046000003814697266
sessid002	108	repeated	Repeated_run-03	tangram_AB	Repi	0
sessid002	109	repeated	Repeated_run-03	tangram_H	Minu	98.08899998664856
sessid002	109	repeated	Repeated_run-03	tangram_H	Repi	98.11899995803833
sessid002	110	repeated	Repeated_run-03	tangram_AC	Minu	114.58999991416931
sessid002	110	repeated	Repeated_run-03	tangram_AC	Repi	114.61800003051758
sessid002	111	repeated	Repeated_run-03	tangram_B	Minu	129.58899998664856
sessid002	111	repeated	Repeated_run-03	tangram_B	Repi	129.61800003051758
sessid002	112	repeated	Repeated_run-03	tangram_AF	Minu	146.0899999141693
sessid002	112	repeated	Repeated_run-03	tangram_AF	Repi	146.12199997901917
sessid002	113	repeated	Repeated_run-03	tangram_W	Minu	159.58899998664856
sessid002	113	repeated	Repeated_run-03	tangram_W	Repi	159.61899995803833
sessid002	114	repeated	Repeated_run-03	tangram_R	Minu	176.0899999141693
sessid002	114	repeated	Repeated_run-03	tangram_R	Repi	176.11899995803833
sessid002	115	repeated	Repeated_run-03	tangram_I	Minu	191.08899998664856
sessid002	115	repeated	Repeated_run-03	tangram_I	Repi	191.11800003051758
sessid002	116	repeated	Repeated_run-03	tangram_G	Minu	206.08899998664856
sessid002	116	repeated	Repeated_run-03	tangram_G	Repi	206.11899995803833
sessid002	117	repeated	Repeated_run-03	tangram_X	Minu	221.08899998664856
sessid002	117	repeated	Repeated_run-03	tangram_X	Repi	221.11899995803833
sessid002	118	repeated	Repeated_run-03	tangram_AI	Minu	234.58899998664856
sessid002	118	repeated	Repeated_run-03	tangram_AI	Repi	234.61800003051758
sessid002	119	repeated	Repeated_run-03	tangram_AH	Minu	248.08899998664856
sessid002	119	repeated	Repeated_run-03	tangram_AH	Repi	248.11699986457825
sessid002	120	repeated	Repeated_run-03	tangram_Z	Minu	261.58899998664856
sessid002	120	repeated	Repeated_run-03	tangram_Z	Repi	261.6180000305176
sessid002	121	repeated	Repeated_run-03	tangram_J	Minu	287.0899999141693
sessid002	121	repeated	Repeated_run-03	tangram_J	Repi	287.1180000305176
sessid002	122	repeated	Repeated_run-03	tangram_D	Minu	303.58899998664856
sessid002	122	repeated	Repeated_run-03	tangram_D	Repi	303.6180000305176
sessid002	123	repeated	Repeated_run-03	tangram_AD	Minu	317.08899998664856
sessid002	123	repeated	Repeated_run-03	tangram_AD	Repi	317.1180000305176
sessid002	124	repeated	Repeated_run-03	tangram_Q	Minu	332.08899998664856
sessid002	124	repeated	Repeated_run-03	tangram_Q	Repi	332.1180000305176
sessid002	125	repeated	Repeated_run-03	tangram_M	Minu	345.58899998664856
sessid002	125	repeated	Repeated_run-03	tangram_M	Repi	345.61699986457825
sessid002	126	repeated	Repeated_run-04	tangram_AF	Minu	-0.029000043869018555
sessid002	126	repeated	Repeated_run-04	tangram_AF	Repi	0
sessid002	127	repeated	Repeated_run-04	tangram_AC	Minu	69.52600002288818
sessid002	127	repeated	Repeated_run-04	tangram_AC	Repi	69.58699989318848
sessid002	128	repeated	Repeated_run-04	tangram_AI	Minu	81.52600002288818
sessid002	128	repeated	Repeated_run-04	tangram_AI	Repi	81.58799982070923
sessid002	129	repeated	Repeated_run-04	tangram_M	Minu	96.52600002288818
sessid002	129	repeated	Repeated_run-04	tangram_M	Repi	96.58799982070923
sessid002	130	repeated	Repeated_run-04	tangram_Q	Minu	110.02600002288818
sessid002	130	repeated	Repeated_run-04	tangram_Q	Repi	110.08699989318848
sessid002	131	repeated	Repeated_run-04	tangram_AD	Minu	123.52600002288818
sessid002	131	repeated	Repeated_run-04	tangram_AD	Repi	123.58799982070923
sessid002	132	repeated	Repeated_run-04	tangram_I	Minu	137.02600002288818
sessid002	132	repeated	Repeated_run-04	tangram_I	Repi	137.08799982070923
sessid002	133	repeated	Repeated_run-04	tangram_B	Minu	150.52600002288818
sessid002	133	repeated	Repeated_run-04	tangram_B	Repi	150.58699989318848
sessid002	134	repeated	Repeated_run-04	tangram_AB	Minu	168.52600002288818
sessid002	134	repeated	Repeated_run-04	tangram_AB	Repi	168.58599996566772
sessid002	135	repeated	Repeated_run-04	tangram_R	Minu	186.52600002288818
sessid002	135	repeated	Repeated_run-04	tangram_R	Repi	186.58599996566772
sessid002	136	repeated	Repeated_run-04	tangram_H	Minu	201.52600002288818
sessid002	136	repeated	Repeated_run-04	tangram_H	Repi	201.58699989318848
sessid002	137	repeated	Repeated_run-04	tangram_J	Minu	218.02600002288818
sessid002	137	repeated	Repeated_run-04	tangram_J	Repi	218.08599996566772
sessid002	138	repeated	Repeated_run-04	tangram_AH	Minu	231.52600002288818
sessid002	138	repeated	Repeated_run-04	tangram_AH	Repi	231.58699989318848
sessid002	139	repeated	Repeated_run-04	tangram_W	Minu	243.52600002288818
sessid002	139	repeated	Repeated_run-04	tangram_W	Repi	243.58699989318848
sessid002	140	repeated	Repeated_run-04	tangram_X	Minu	258.5260000228882
sessid002	140	repeated	Repeated_run-04	tangram_X	Repi	258.5869998931885
sessid002	141	repeated	Repeated_run-04	tangram_Z	Minu	272.0260000228882
sessid002	141	repeated	Repeated_run-04	tangram_Z	Repi	272.0869998931885
sessid002	142	repeated	Repeated_run-04	tangram_G	Minu	285.5260000228882
sessid002	142	repeated	Repeated_run-04	tangram_G	Repi	285.5869998931885
sessid002	143	repeated	Repeated_run-04	tangram_D	Minu	300.5260000228882
sessid002	143	repeated	Repeated_run-04	tangram_D	Repi	300.5859999656677
sessid002	144	repeated	Repeated_run-05	tangram_M	Minu	0
sessid002	144	repeated	Repeated_run-05	tangram_M	Repi	0.06099987030029297
sessid002	145	repeated	Repeated_run-05	tangram_AB	Minu	57.865999937057495
sessid002	145	repeated	Repeated_run-05	tangram_AB	Repi	57.867999792099
sessid002	146	repeated	Repeated_run-05	tangram_G	Minu	74.3659999370575
sessid002	146	repeated	Repeated_run-05	tangram_G	Repi	74.367999792099
sessid002	147	repeated	Repeated_run-05	tangram_H	Minu	87.86500000953674
sessid002	147	repeated	Repeated_run-05	tangram_H	Repi	87.867999792099
sessid002	148	repeated	Repeated_run-05	tangram_D	Minu	105.86500000953674
sessid002	148	repeated	Repeated_run-05	tangram_D	Repi	105.867999792099
sessid002	149	repeated	Repeated_run-05	tangram_AF	Minu	119.36500000953674
sessid002	149	repeated	Repeated_run-05	tangram_AF	Repi	119.367999792099
sessid002	150	repeated	Repeated_run-05	tangram_I	Minu	132.86500000953674
sessid002	150	repeated	Repeated_run-05	tangram_I	Repi	132.867999792099
sessid002	151	repeated	Repeated_run-05	tangram_Q	Minu	146.36500000953674
sessid002	151	repeated	Repeated_run-05	tangram_Q	Repi	146.36899995803833
sessid002	152	repeated	Repeated_run-05	tangram_B	Minu	159.86500000953674
sessid002	152	repeated	Repeated_run-05	tangram_B	Repi	159.867999792099
sessid002	153	repeated	Repeated_run-05	tangram_W	Minu	174.86500000953674
sessid002	153	repeated	Repeated_run-05	tangram_W	Repi	174.867999792099
sessid002	154	repeated	Repeated_run-05	tangram_AI	Minu	189.86500000953674
sessid002	154	repeated	Repeated_run-05	tangram_AI	Repi	189.867999792099
sessid002	155	repeated	Repeated_run-05	tangram_J	Minu	204.86500000953674
sessid002	155	repeated	Repeated_run-05	tangram_J	Repi	204.867999792099
sessid002	156	repeated	Repeated_run-05	tangram_X	Minu	218.36500000953674
sessid002	156	repeated	Repeated_run-05	tangram_X	Repi	218.367999792099
sessid002	157	repeated	Repeated_run-05	tangram_AD	Minu	231.86500000953674
sessid002	157	repeated	Repeated_run-05	tangram_AD	Repi	231.867999792099
sessid002	158	repeated	Repeated_run-05	tangram_Z	Minu	245.36500000953674
sessid002	158	repeated	Repeated_run-05	tangram_Z	Repi	245.367999792099
sessid002	159	repeated	Repeated_run-05	tangram_AC	Minu	258.86500000953674
sessid002	159	repeated	Repeated_run-05	tangram_AC	Repi	258.867999792099
sessid002	160	repeated	Repeated_run-05	tangram_AH	Minu	273.86500000953674
sessid002	160	repeated	Repeated_run-05	tangram_AH	Repi	273.867999792099
sessid002	161	repeated	Repeated_run-05	tangram_R	Minu	287.36500000953674
sessid002	161	repeated	Repeated_run-05	tangram_R	Repi	287.367999792099
sessid002	162	repeated	Repeated_run-06	tangram_AB	Minu	-0.0029997825622558594
sessid002	162	repeated	Repeated_run-06	tangram_AB	Repi	0
sessid002	163	repeated	Repeated_run-06	tangram_B	Minu	74.31100010871887
sessid002	163	repeated	Repeated_run-06	tangram_B	Repi	74.31900000572205
sessid002	164	repeated	Repeated_run-06	tangram_H	Minu	92.31100010871887
sessid002	164	repeated	Repeated_run-06	tangram_H	Repi	92.32000017166138
sessid002	165	repeated	Repeated_run-06	tangram_M	Minu	108.81100010871887
sessid002	165	repeated	Repeated_run-06	tangram_M	Repi	108.81900000572205
sessid002	166	repeated	Repeated_run-06	tangram_J	Minu	120.81000018119812
sessid002	166	repeated	Repeated_run-06	tangram_J	Repi	120.82000017166138
sessid002	167	repeated	Repeated_run-06	tangram_AI	Minu	140.31000018119812
sessid002	167	repeated	Repeated_run-06	tangram_AI	Repi	140.31900000572205
sessid002	168	repeated	Repeated_run-06	tangram_Q	Minu	153.81100010871887
sessid002	168	repeated	Repeated_run-06	tangram_Q	Repi	153.82000017166138
sessid002	169	repeated	Repeated_run-06	tangram_X	Minu	165.81000018119812
sessid002	169	repeated	Repeated_run-06	tangram_X	Repi	165.82000017166138
sessid002	170	repeated	Repeated_run-06	tangram_D	Minu	182.31100010871887
sessid002	170	repeated	Repeated_run-06	tangram_D	Repi	182.31900000572205
sessid002	171	repeated	Repeated_run-06	tangram_AD	Minu	197.31000018119812
sessid002	171	repeated	Repeated_run-06	tangram_AD	Repi	197.31900000572205
sessid002	172	repeated	Repeated_run-06	tangram_Z	Minu	210.81100010871887
sessid002	172	repeated	Repeated_run-06	tangram_Z	Repi	210.82000017166138
sessid002	173	repeated	Repeated_run-06	tangram_R	Minu	224.31000018119812
sessid002	173	repeated	Repeated_run-06	tangram_R	Repi	224.31900000572205
sessid002	174	repeated	Repeated_run-06	tangram_W	Minu	239.31000018119812
sessid002	174	repeated	Repeated_run-06	tangram_W	Repi	240.81900000572205
sessid002	175	repeated	Repeated_run-06	tangram_I	Minu	254.31000018119812
sessid002	175	repeated	Repeated_run-06	tangram_I	Repi	254.31900000572205
sessid002	176	repeated	Repeated_run-06	tangram_AF	Minu	267.8100001811981
sessid002	176	repeated	Repeated_run-06	tangram_AF	Repi	267.81900000572205
sessid002	177	repeated	Repeated_run-06	tangram_AC	Minu	281.3100001811981
sessid002	177	repeated	Repeated_run-06	tangram_AC	Repi	281.3200001716614
sessid002	178	repeated	Repeated_run-06	tangram_G	Minu	293.3100001811981
sessid002	178	repeated	Repeated_run-06	tangram_G	Repi	294.8200001716614
sessid002	179	repeated	Repeated_run-06	tangram_AH	Minu	309.8110001087189
sessid002	179	repeated	Repeated_run-06	tangram_AH	Repi	309.81900000572205
sessid002	180	control	PostTest	tangram_N	Minu	-0.008999824523925781
sessid002	180	control	PostTest	tangram_N	Repi	0
sessid002	181	control	PostTest	tangram_V	Minu	77.47500014305115
sessid002	181	control	PostTest	tangram_V	Repi	77.47100019454956
sessid002	182	repeated	PostTest	tangram_AD	Minu	98.4740002155304
sessid002	182	repeated	PostTest	tangram_AD	Repi	98.47100019454956
sessid002	183	control	PostTest	tangram_O	Minu	111.97500014305115
sessid002	183	control	PostTest	tangram_O	Repi	111.97100019454956
sessid002	184	repeated	PostTest	tangram_AC	Minu	128.4740002155304
sessid002	184	repeated	PostTest	tangram_AC	Repi	128.47100019454956
sessid002	185	control	PostTest	tangram_Y	Minu	143.47500014305115
sessid002	185	control	PostTest	tangram_Y	Repi	143.47100019454956
sessid002	186	control	PostTest	tangram_AG	Minu	161.47500014305115
sessid002	186	control	PostTest	tangram_AG	Repi	161.4720001220703
sessid002	187	repeated	PostTest	tangram_J	Minu	174.9740002155304
sessid002	187	repeated	PostTest	tangram_J	Repi	174.97100019454956
sessid002	188	control	PostTest	tangram_C	Minu	186.97500014305115
sessid002	188	control	PostTest	tangram_C	Repi	186.97100019454956
sessid002	189	control	PostTest	tangram_AE	Minu	206.47500014305115
sessid002	189	control	PostTest	tangram_AE	Repi	206.4720001220703
sessid002	190	repeated	PostTest	tangram_AI	Minu	222.97500014305115
sessid002	190	repeated	PostTest	tangram_AI	Repi	222.97100019454956
sessid002	191	repeated	PostTest	tangram_AB	Minu	237.97500014305115
sessid002	191	repeated	PostTest	tangram_AB	Repi	237.97100019454956
sessid002	192	repeated	PostTest	tangram_Z	Minu	254.4740002155304
sessid002	192	repeated	PostTest	tangram_Z	Repi	254.4720001220703
